,keyword,Score,POS,query,time
399,initiatives communicating,0.103,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
400,technological equipment,0.139,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
401,equipment software,0.139,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
402,cost,0.124,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
403,technological,0.12,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
404,engineering,0.114,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
405,efficient,0.114,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
406,report,0.105,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
407,analysis,0.093,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
408,budget,0.091,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
409,equipment,0.088,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
410,hospital,0.156,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
411,top,0.144,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
412,places,0.144,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
413,program system,0.117,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
414,presbyterian hospital,0.117,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
415,presbyterian,0.117,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
416,newyork presbyterian,0.117,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
417,newyork,0.117,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
418,glassdoor,0.117,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
419,choice,0.117,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
420,forgiveness,0.094,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
421,doitt,0.091,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
422,loan forgiveness,0.086,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
423,loan,0.086,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
424,pc,0.08,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
425,nyc,0.078,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
426,public,0.075,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
427,public service,0.075,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
428,citys,0.075,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
429,help desk,0.066,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
430,flatiron,0.214,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
431,gender,0.122,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
432,flexible,0.106,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
433,weeks parent,0.102,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
434,sponsored fitness,0.102,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
435,sponsored,0.102,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
436,pregnancy childbirth,0.102,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
437,parental weeks,0.102,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
438,parent child,0.102,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
439,parent,0.102,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
440,application,0.129,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
441,accommodation,0.114,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
442,worked,0.103,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
443,worked retail,0.079,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
444,worked jira,0.079,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
445,understands interfaces,0.079,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
446,teams pattern,0.079,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
447,teams equal,0.079,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
448,systems scripting,0.079,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
449,systems reliability,0.079,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
450,lsi solutions,0.212,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
451,lsi,0.212,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
452,veteran lsi,0.101,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
453,technology fast,0.101,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
454,technology equivalent,0.101,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
455,technology certifications,0.101,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
456,team positive,0.101,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
457,task adjust,0.101,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
458,systems position,0.101,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
459,systems machining,0.101,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
460,stream processing,0.084,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
461,stream,0.084,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
462,spark,0.084,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
463,relational,0.084,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
464,optimizing,0.084,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
465,object,0.084,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
466,insights,0.084,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
467,greater,0.084,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
468,experience relational,0.084,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
469,tools,0.082,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
470,relation,0.143,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
471,computing,0.143,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
472,relation technology,0.115,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
473,nextgen,0.115,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
474,care,0.082,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
475,processes,0.068,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
476,workstation server,0.068,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
477,works consultative,0.068,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
478,workflows close,0.068,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
479,workflow works,0.068,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
480,mount,0.16,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
481,sinai,0.157,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
482,mount sinai,0.157,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
483,sinai system,0.113,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
484,medicine,0.091,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
485,system,0.086,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
486,patient care,0.086,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
487,patient,0.086,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
488,manage development,0.078,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
489,care,0.076,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
490,difference card,0.154,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
491,difference,0.141,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
492,card,0.121,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
493,pocket,0.116,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
494,employee,0.103,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
495,visits,0.094,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
496,solutions llc,0.094,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
497,money pocket,0.094,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
498,money,0.094,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
499,llc,0.094,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
500,ensures,0.077,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
501,credit union,0.076,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
502,union,0.072,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
503,evaluates,0.072,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
504,credit,0.072,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
505,meets,0.072,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
506,users,0.068,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
507,center,0.067,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
508,updated,0.065,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
509,develops,0.063,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
510,value,0.104,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
511,relationship,0.102,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
512,technology solutions,0.096,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
513,functions,0.094,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
514,partner,0.09,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
515,demonstrated,0.089,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
516,drive,0.085,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
517,win,0.084,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
518,influence,0.084,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
519,relationship management,0.08,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
520,njoy,0.156,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
521,complies applicable,0.092,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
522,complies,0.092,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
523,suite,0.085,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
524,network,0.082,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
525,assess,0.08,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
526,hardware software,0.076,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
527,systems,0.075,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
528,applicable,0.075,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
529,hardware,0.072,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
530,njoy,0.156,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
531,complies applicable,0.092,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
532,complies,0.092,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
533,suite,0.085,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
534,network,0.082,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
535,assess,0.08,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
536,hardware software,0.076,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
537,systems,0.075,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
538,applicable,0.075,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
539,hardware,0.072,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
540,value,0.104,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
541,relationship,0.102,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
542,technology solutions,0.096,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
543,functions,0.094,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
544,partner,0.09,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
545,demonstrated,0.089,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
546,drive,0.085,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
547,win,0.084,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
548,influence,0.084,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
549,relationship management,0.08,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
550,order management,0.129,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
551,order,0.129,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
552,commerce,0.119,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
553,marketing,0.104,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
554,cms,0.104,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
555,administering,0.104,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
556,system,0.102,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
557,content,0.1,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
558,sql server,0.09,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
559,closely,0.087,Adverb,Information Technology Manager,2020-02-09 18:08:57.911120
560,njoy,0.226,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
561,complies applicable,0.142,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
562,complies,0.142,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
563,applicable,0.116,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
564,equal,0.108,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
565,security privacy,0.103,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
566,privacy requirements,0.103,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
567,prioritizing initiatives,0.103,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
568,met start,0.103,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
569,initiatives communicating,0.103,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
570,technological equipment,0.139,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
571,equipment software,0.139,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
572,cost,0.124,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
573,technological,0.12,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
574,engineering,0.114,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
575,efficient,0.114,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
576,report,0.105,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
577,analysis,0.093,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
578,budget,0.091,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
579,equipment,0.088,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
580,help desk,0.12,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
581,desk,0.12,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
582,msp,0.115,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
583,experience msp,0.115,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
584,experience help,0.11,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
585,help,0.095,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
586,customer,0.09,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
587,identify,0.088,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
588,improvement,0.085,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
589,customer service,0.083,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
590,values contributions,0.183,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
591,technology environment,0.183,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
592,systems ago,0.183,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
593,synergy industry,0.183,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
594,synergy,0.183,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
595,supports professional,0.183,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
596,salary excellent,0.183,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
597,respective areas,0.183,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
598,opportunities competitive,0.183,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
599,life synergy,0.183,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
600,demonstrated effective,0.138,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
601,students,0.111,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
602,preparatory schools,0.111,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
603,preparatory,0.111,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
604,ct,0.111,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
605,capital preparatory,0.111,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
606,capital,0.111,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
607,schools,0.102,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
608,effective,0.081,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
609,demonstrated,0.081,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
610,client,0.101,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
611,montefiore,0.096,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
612,hosting,0.088,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
613,cabling,0.088,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
614,center,0.084,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
615,deployment,0.081,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
616,power,0.077,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
617,yonkers,0.077,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
618,metered power,0.077,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
619,metered,0.077,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
620,head geek,0.281,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
621,head,0.281,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
622,geek charge,0.281,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
623,geek,0.281,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
624,charge,0.281,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
625,apply,0.188,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
626,thank head,0.166,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
627,preferably hotel,0.166,Adverb,Information Technology Manager,2020-02-09 18:08:57.911120
628,pasquet myhgic,0.166,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
629,pasquet,0.166,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
630,family,0.11,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
631,systems networking,0.097,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
632,systems network,0.097,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
633,runway,0.097,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
634,rtr,0.097,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
635,rent runway,0.097,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
636,rent,0.097,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
637,well,0.089,Adverb,Information Technology Manager,2020-02-09 18:08:57.911120
638,growth,0.075,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
639,care,0.069,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
640,nyu langone,0.17,Adverb,Information Technology Manager,2020-02-09 18:08:57.911120
641,nyu,0.17,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
642,langone,0.17,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
643,institution,0.121,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
644,eeo,0.121,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
645,view,0.113,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
646,click,0.113,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
647,qualified,0.098,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
648,gender,0.093,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
649,htm nyu,0.078,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
650,kpmg,0.118,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
651,react,0.096,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
652,frameworks,0.096,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
653,angular react,0.096,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
654,angular,0.096,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
655,magazine,0.084,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
656,platform,0.083,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
657,software development,0.082,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
658,platforms,0.078,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
659,patterns,0.077,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
660,private,0.111,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
661,network infrastructure,0.089,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
662,enterprise,0.083,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
663,external,0.076,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
664,wide area,0.071,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
665,who innovative,0.071,,Information Technology Manager,2020-02-09 18:08:57.911120
666,ways tasks,0.071,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
667,ways,0.071,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
668,wan bachelors,0.071,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
669,vpn wide,0.071,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
670,ensures,0.077,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
671,credit union,0.076,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
672,union,0.072,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
673,evaluates,0.072,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
674,credit,0.072,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
675,meets,0.072,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
676,users,0.068,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
677,center,0.067,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
678,updated,0.065,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
679,develops,0.063,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
680,ny,0.135,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
681,www lewiscounty,0.134,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
682,lowville ny,0.134,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
683,lowville,0.134,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
684,lewiscounty org,0.134,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
685,lewiscounty,0.134,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
686,lewis county,0.134,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
687,lewis,0.134,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
688,description www,0.134,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
689,org,0.128,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
690,technological knowledge,0.097,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
691,rackers,0.097,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
692,racker,0.097,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
693,department,0.096,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
694,integrations,0.092,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
695,components,0.092,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
696,technological,0.08,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
697,manage,0.074,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
698,maintenance,0.07,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
699,develop,0.069,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
700,mobile,0.105,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
701,hands experience,0.102,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
702,zocdoc ago,0.098,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
703,zocdoc,0.098,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
704,windows mac,0.098,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
705,vmware active,0.098,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
706,user point,0.098,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
707,understanding user,0.098,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
708,understanding staying,0.098,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
709,trends applicability,0.098,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
710,saas,0.159,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
711,servicenow,0.14,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
712,practical experience,0.14,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
713,docusign,0.14,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
714,conference,0.14,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
715,claims conference,0.14,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
716,claims,0.14,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
717,practical,0.104,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
718,itil,0.104,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
719,methodologies,0.097,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
720,nyu langone,0.163,Adverb,Information Technology Manager,2020-02-09 18:08:57.911120
721,nyu,0.163,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
722,langone,0.163,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
723,view,0.134,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
724,click,0.134,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
725,institution,0.116,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
726,here,0.116,Adverb,Information Technology Manager,2020-02-09 18:08:57.911120
727,eeo,0.116,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
728,click here,0.116,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
729,qualified,0.094,Verb,Information Technology Manager,2020-02-09 18:08:57.911120
730,chemical industry,0.24,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
731,chemical,0.24,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
732,industry,0.174,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
733,week ago,0.142,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
734,vendors chemical,0.142,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
735,types part,0.142,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
736,solid communication,0.142,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
737,salary hour,0.142,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
738,rye brook,0.142,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
739,rye,0.142,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
740,mount,0.198,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
741,sinai,0.194,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
742,mount sinai,0.194,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
743,sinai system,0.139,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
744,medicine,0.112,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
745,patient care,0.106,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
746,patient,0.106,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
747,system,0.1,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
748,care,0.093,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
749,unrivaled,0.09,Adjective,Information Technology Manager,2020-02-09 18:08:57.911120
750,ms sql,0.112,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
751,informatica,0.112,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
752,level integration,0.108,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
753,integration,0.096,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
754,architecture,0.095,Noun,Information Technology Manager,2020-02-09 18:08:57.911120
